Unix,open,high,low,close,volume
1712201340,65617.99,65796.59,65542.03,65687.58,17694414.4282995
1712200440,65648,65790,65584.43,65772.01,16111764.7746415
1712199540,65791.52,65844.15,65668,65749.39,14775245.490935702
1712198640,65680,65740,65454.55,65618.15,40123586.142563894
1712197740,65709,66077.63,65600.05,66000.72,36088448.820022106
1712196840,66029.31,66152,65997.02,66139.99,12271929.0292162
1712195940,66136.51,66199.99,66020,66126.79,8294118.7345123
1712195040,66101.8,66218,66032.69,66172,12621175.2501632
1712194140,66190.91,66296,66183.24,66248.41,7434613.1777393995
1712193240,66244.62,66289,66200.95,66240.01,7271413.7645828985
1712192340,66254.55,66354.83,66232.38,66232.38,9916936.1723362
1712191440,66293.36,66297.87,66100,66189.83,10362229.6006315
1712190540,66168.85,66313.56,66132,66203.99,13381475.659634702
1712189640,66167.26,66220,65824,65880,20370547.960453197
1712188740,65950.01,66168.83,65950,66129.04,9941717.305219898
1712187840,66103.38,66188,66053.67,66114.02,9121547.2610774
1712186940,66192.03,66248,66130.24,66214.23,8370656.156697
1712186040,66250.6,66297.4,66130.23,66168.4,11560616.914855001
1712185140,66158.38,66243.05,66112.6,66166.72,14478985.1953963
1712184240,66225.8,66225.8,65960,65985.99,39440581.4998934
1712183340,66025.14,66059.45,65935.73,65994,37550234.8030556
1712182440,65983.02,65996,65851.07,65924,28702706.223779
1712181540,65930,65935.48,65747.04,65769.73,18315497.1766108
1712180640,65766.44,65859.47,65739.99,65768.13,21641467.534687802
1712179740,65749.99,65798.74,65524,65584.43,22806469.725725498
1712178840,65612.91,65712.01,65476.63,65671.71,22721532.4853647
1712177940,65709.57,65755.96,65531.92,65627.98,23233563.8675007
1712177040,65596,65728,65555.27,65668.11,32544016.529349796
1712176140,65704.06,65790,65704.06,65733.71,39088829.6554268
1712175240,65732.02,65840,65619.35,65803.99,40376533.6311248
1712174340,65885.23,65930.17,65781.42,65823.99,28156793.150387805
1712173440,65836,65900,65720,65895.36,25167644.2107754
1712172540,65824.46,65890.77,65714.29,65815.99,24384619.0899641
1712171640,65867.99,66150,65742.31,65999.79,26428841.863358602
1712170740,65960.34,66119.68,65806.46,65812.98,28431017.5358345
1712169840,65780.01,65851.06,65451.62,65564,28633292.600421097
1712168940,65676,65846.12,65562.01,65837.63,31274364.8556631
1712168040,65758.87,65974.02,65663.95,65855.99,29035598.3509923
1712167140,65953.66,66096.77,65900,65920,17368445.6564993
1712166240,65974.24,66068.01,65829.87,65993.96,25604300.7062261
1712165340,66054.7,66259.78,66011.98,66196.36,12851915.4053684
1712164440,66276.95,66376,66096.78,66249.99,17700402.0302508
1712163540,66270.36,66383.62,66194.5,66335.42,16653956.7113241
1712162640,66315.67,66550,66261.03,66380,45072104.636384696
1712161740,66347.97,66374.85,66045.98,66083.99,30261570.2271353
1712160840,66024,66090,65790.21,65897.23,37412503.223974295
1712159940,65870.95,65978.72,65780,65806.58,23143234.437027097
1712159040,65901.4,66280,65715.67,66204.31,60362166.45528459
1712158140,66252.15,66512,66201,66432,21758673.1602753
1712157240,66475.33,66648,66315.74,66593.36,22561202.1266161
1712156340,66544.11,66630,66400,66544,20556814.8702654
1712155440,66523.74,66796,66428.58,66676,33830046.143957004
1712154540,66855.61,66903.63,66419.36,66651.98,58473018.519547
1712153640,66545.43,66730,65804,66018.67,82567456.6952081
1712152740,65772.27,65944.95,65650,65696.01,16720894.038298901
1712151840,65675.87,65957.1,65635.01,65656.12,23334510.428390704
1712150940,65723.38,65946.31,65650,65888,20505678.2731237
1712150040,65964.01,66020.83,65894,65902.57,16314569.864347002
1712149140,65897.3,65927.01,65787.24,65887.99,17540719.0966251
1712148240,65775.35,65940,65729.73,65860,24340471.795153398
1712147340,65933.14,66156,65865.39,66103.73,19379987.8058985
1712146440,66165.33,66220,65956.7,66109.77,23422125.7837067
1712145540,66045.8,66183.78,65871.04,65871.04,18690380.127129
1712144640,65986.23,66050,65830.03,65864.31,12215261.5106243
1712143740,65878.8,65901.75,65614.59,65716.32,23948596.7212749
1712142840,65662.13,66224,65538.06,66148,46355826.5338797
1712141940,66168.01,66200,66039.99,66070,29871011.5833473
1712141040,66091.81,66355.87,66020,66320.01,30923087.945798803
1712140140,66330,66428.57,66278.43,66368,21713327.3738773
1712139240,66347.51,66519.79,66332,66472.01,17034629.439885702
1712138340,66460,66617.02,66333,66380.46,26531589.421425898
1712137440,66403.75,66527.2,66363.64,66487.99,23170012.1862106
1712136540,66467.6,66471.27,66383.58,66443.3,19024488.9776032
1712135640,66411.21,66637.43,66400.01,66488,28852411.305251703
1712134740,66586.01,66630.87,66436.01,66549.99,27621739.8675279
1712133840,66617.66,66642.36,66156.55,66245.16,60809747.288963005
1712132940,66203.21,66225.8,66065.1,66105.03,21814552.1623268
1712132040,66048.29,66138,65990,66131.84,21323966.664945297
1712131140,66120.01,66330.86,66113.31,66307.92,22861114.1450674
1712130240,66344.13,66349.26,66173.3,66235.99,13992592.2459214
1712129340,66290.9,66483.87,66270,66412.01,14281955.5822298
1712128440,66396.01,66446.41,66168.55,66313.42,20163073.070126496
1712127540,66349.1,66377,66227,66266.97,11052541.590029202
1712126640,66237.54,66354.41,66210.62,66336.15,13111537.905796599
1712125740,66288,66335.77,66120,66160,20362325.979077995
1712124840,66094.09,66243.39,66052,66052.01,13880278.4882469
1712123940,66082.52,66092,65920,65992,14750208.201706998
1712123040,65970.57,66136.41,65921.05,66101.7,23442531.960874002
1712122140,66128.61,66228,66040,66176.47,15942864.0983137
1712121240,66254.66,66363.64,66199.99,66296.63,26137876.418757606
1712120340,66352.15,66352.15,66234.94,66264.59,13120032.009981504
1712119440,66255.15,66478.59,66216,66478.59,27572151.381589293
1712118540,66299.99,66346.92,66120,66267.6,27765053.691825002
1712117640,66275.35,66361.63,66188,66249.91,21038929.255617503
1712116740,66167.92,66288.88,65952.01,66028,25943443.2382626
1712115840,66052.01,66067.25,65826.6,65854.58,12257359.5689546
1712114940,65830.23,66100,65826.75,65934.17,27077355.383817498
1712114040,65852.75,65922.37,65764,65875.82,18269128.071964204
1712113140,65924.64,65964,65795.27,65918.07,21989832.1524577
1712112240,65765.5,65912,65758.8,65875.99,20494325.9245614
1712111340,65886.39,65929.59,65683.74,65782.71,28796316.005034603
1712110440,65854.16,66052,65788.52,65864.95,34185105.527681895
1712109540,65816.01,65930.51,65440.01,65535.99,37077165.952868104
1712108640,65544.4,65612.9,65362.96,65457.32,33216302.342875898
1712107740,65442.01,65568.96,65263.99,65477.39,31813320.6698977
1712106840,65322.61,65391.97,65090,65306.65,52910198.0588727
1712105940,65378.08,65451.61,65179.08,65312.01,74484197.18962729
1712105040,65224.76,65230.95,64493.07,65132,112918658.15471509
1712104140,65128,65574.2,65064.52,65342.2,51750926.1404782
1712103240,65484.04,65610,65326.64,65512.39,25366437.9075416
1712102340,65423.46,65557.48,65401.4,65457.37,13454802.1890485
1712101440,65493.27,65598.2,65360,65582.09,15660675.8912488
1712100540,65599.33,65828,65561.06,65714.75,11506898.0481815
1712099640,65721.33,65830,65675.59,65774.21,9780473.5737499
1712098740,65789.64,65933.76,65746,65782.84,12996295.860235102
1712097840,65775.1,65802.22,65672.4,65749.85,8372054.6963561
1712096940,65694.09,65793.3,65603.6,65702.26,11978525.627573797
1712096040,65678.4,65738.81,65564.24,65647.8,17465345.9384253
1712095140,65682.12,65741.95,65495.98,65676.1,18770399.8659414
1712094240,65622.25,65779.22,65200,65340.44,33881638.3787139
1712093340,65388,65821.14,65235.02,65749.99,46056766.828686096
1712092440,65712.01,65776.26,65521.46,65731.85,28633884.7539919
1712091540,65723.4,65901.54,65500.98,65890.01,49336515.70429531
1712090640,65859.99,66000.08,65780.58,65988.11,29207614.329667795
1712089740,66009.24,66120,65935.49,66014.63,28931147.3544702
1712088840,66055.14,66117.77,65865,65870.97,62346585.23097229
1712087940,66064.99,66196.09,65914.9,66116.03,63748867.76549511
1712087040,66169.27,66200,65851.07,65894.78,53905825.7820221
1712086140,65926.93,65991.35,65779.23,65960.01,43604577.3029591
1712085240,66016,66064.01,65809.68,65816.57,48422858.5322374
1712084340,65831.98,66050,65680.39,65732,66202269.1672672
1712083440,65681.99,65735.07,65499.91,65587.61,22667034.767126895
1712082540,65656.01,65750,65565.07,65730.72,52513107.2880051
1712081640,65552,65750,65386.96,65743.07,50890745.193122394
1712080740,65556,65650,65300.01,65411.99,26112682.7917892
1712079840,65486.25,65555.99,65349.48,65381.89,32463185.8745953
1712078940,65438.58,65658.87,65275.42,65491.99,35376633.554549895
1712078040,65451.98,65680,65420.94,65592,26908978.8592764
1712077140,65557.51,65750,65173.49,65275.42,47310364.785868004
1712076240,65255,65519.48,65144.64,65371.88,38054658.19873659
1712075340,65326,65447.48,64851.52,65287.99,45598343.138296194
1712074440,65352,65457.95,64550,65015.64,99541167.564631
1712073540,64750,65698.71,64666.81,65611.94,99218306.01297668
1712072640,65660.01,65915.78,65283.49,65831.87,90374006.0397898
1712071740,65834.98,66019.99,65756.01,65984.02,36664436.1377298
1712070840,65912.01,66111.55,65653.06,65678.13,74534377.20013061
1712069940,65707.99,66140.13,65584.89,66040.01,77002215.76064731
1712069040,66208.02,66249.83,65844.01,66090.26,127837342.74744481
1712068140,65827.97,65895.15,65541.07,65611.96,76688430.84721419
1712067240,65552.01,65565.99,65170,65252.12,63644899.74868109
1712066340,65240.55,65300,64901.89,65102.55,73804452.5543556
1712065440,64966.27,65116.1,64588.58,64876.71,122903982.14375329
1712064540,64928,65448.84,64782,65399.07,92743303.2781577
1712063640,65306.21,65380,65012,65293.84,56803971.95823509
1712062740,65340.36,65591.52,65130.01,65535.97,44847273.40788551
1712061840,65553,65779.99,65515.02,65699.41,40246029.0288697
1712060940,65744.88,65834,65673.95,65726.64,32241740.004845098
1712060040,65641.83,65800,65454.55,65566.97,46913794.1037604
1712059140,65507.99,65646.57,65304.01,65439.79,85741792.6462525
1712058240,65340,65536.92,65075,65104.93,114708569.5329923
1712057340,65250,65843.06,65166,65760.26,83170611.62752979
1712056440,65670.56,66037.97,65613.3,66036.01,37680797.679305
1712055540,65978.43,66035.15,65454.55,65799.99,77164013.47129269
1712054640,65912.04,66256.01,65844.47,66256.01,28066087.595112897
1712053740,66276.01,66280,65960.4,66040.01,23231864.904026702
1712052840,66014.33,66139.37,65876.12,66068,39227423.20786119
1712051940,66088.27,66284.67,66032,66168.82,21936460.2024905
1712051040,66108,66227.27,65915.81,66148.77,34826173.1999933
1712050140,66135.98,66536.05,66011.01,66375.73,63654470.32575621
1712049240,66080,66358.4,65746.2,66280,111261282.61812058
1712048340,66236.02,66587.99,66106.58,66488,40184454.659095794
1712047440,66443.99,66705.08,66358.68,66600.75,29301199.983354203
1712046540,66580.16,66587.18,66300,66419.33,31886963.6054991
1712045640,66395.97,66652,66380.11,66500,36624710.178389005
1712044740,66512,66607.64,66446.22,66528,32045257.5570752
1712043840,66571.95,66797.75,66478.73,66750,32531587.4905431
1712042940,66787.96,66878.48,66736.78,66815.63,20665766.2746827
1712042040,66799.99,66893.1,66720.01,66810.09,27762251.4644978
1712041140,66885.74,67120,66830.16,67090.16,29219354.1073356
1712040240,67112.01,67120,66812,66857.56,31242143.833011497
1712039340,66874.5,66963.97,66762.12,66856,29385189.580472406
1712038440,66943.74,66955.65,66700,66744,37796198.4173321
1712037540,66708.85,66835.39,66500,66500.01,42337257.299480006
1712036640,66538.43,66571.2,66358.86,66501.64,32665816.179734506
1712035740,66416.02,66557.75,66120.75,66486.06,58665200.2640148
1712034840,66593.32,66781.67,66518.37,66603.35,34920771.665809296
1712033940,66544,66681.28,66428.58,66635.12,37995799.619052105
1712033040,66721.29,66874.99,66558.45,66600.01,49202257.8056966
1712032140,66485.75,66710,66322.24,66573.75,44637378.66756269
1712031240,66497.48,66940,66384,66690.64,47430196.0058467
1712030340,66724.12,66861.25,66581.37,66771.98,35165023.8043997
1712029440,66673.82,66972,66620,66851.41,47954664.042071104
1712028540,66943.99,67075.52,66509.68,66944.41,79261817.3694812
1712027640,66904.42,67278.78,66831.12,67004,81842974.70559992
1712026740,66981.17,67195.6,66572.57,66872.47,166338040.02928767
1712025840,66809.99,68536,66000,68518.77,349220868.19079745
1712024940,68612.11,69268,68436.93,69243.99,57006742.31465768
1712024040,69233.43,69417.23,69178.44,69375.01,21682912.626689702
1712023140,69392,69507.5,69330,69499.99,10889869.7444839
1712022240,69428.46,69523.34,69360,69360,14244022.885977099
1712021340,69380.08,69547.5,69354.47,69480.81,11222936.4451943
1712020440,69525.01,69600,69250,69294.48,18964341.919671997
1712019540,69327.35,69414.54,69080,69091.99,12138334.0300517
1712018640,69067.64,69484,69040,69474.99,31143752.927780204
1712017740,69408.63,69620,69282.19,69544.13,24738498.586357996
1712016840,69576,69666.52,69456.66,69610.12,28593181.688586295
1712015940,69666,69847.58,69634.7,69789.63,15700339.729116399
1712015040,69769.93,69876.04,69758.99,69773.83,11003960.027748099
1712014140,69749.11,69816,69749.1,69780,5815529.1082196
1712013240,69790.39,69847.05,69650,69696.8,13918982.083184801
1712012340,69748.61,69853.87,69710.2,69824.11,19285903.6341203
1712011440,69746,69834,69671.64,69739.28,29664339.205343995
1712010540,69710.04,69739.99,69589.34,69735.9,17559803.174186498
1712009640,69721.61,69758.33,69577.96,69598,19183484.0485354
1712008740,69585.99,69708.27,69552.1,69700,9384907.741191499
1712007840,69739.33,69900,69631.11,69772,23505080.413989
1712006940,69755,69837.5,69650,69683.99,14034359.553382201
1712006040,69731.71,69816.86,69552.48,69679.72,23733197.2440459
1712005140,69726.79,69730.07,69528.01,69612.32,20870065.0197272
1712004240,69535.07,69590.58,69372.04,69400.01,20731463.701467797
1712003340,69435.12,69562.7,69327.66,69458.43,15905769.581696501
1712002440,69478.5,69785.34,69447.77,69631.98,31554114.678904906
1712001540,69749,69816.24,69309.4,69329.51,39683153.0825352
1712000640,69336.1,69472.77,69208.12,69365.23,31890209.033258997
1711999740,69387.31,69540,69054.46,69140,58234205.995933
1711998840,69067.43,69120,68884.91,68889.99,72130500.5390966
1711997940,68919.99,68980.25,68737.99,68792.61,26137243.0865498
1711997040,68788.44,68851.99,68680,68767.14,19279452.767330397
1711996140,68684.36,68750,68511.18,68599.63,16639429.6293114
1711995240,68516.57,68750.01,68450,68670.01,49175000.0096054
1711994340,68719.99,68752.03,68382.01,68450.17,41922477.64022641
1711993440,68481.94,68524.73,68201.12,68473.99,28071717.876667105
1711992540,68415.88,68621.57,68323.85,68527.99,25249120.538884997
1711991640,68540.01,68670.65,68414.93,68607.99,18772816.9316715
1711990740,68610.01,68784.53,68566.16,68687.62,24779732.419152603
1711989840,68625,68689.96,68503.37,68633.99,27147285.6885352
1711988940,68686.39,68728.23,68226.32,68410.01,35780211.2335309
1711988040,68388,68500,68062.86,68322.55,59121249.8467287
1711987140,68267.08,68784.99,68185.95,68544.32,52362681.698948294
1711986240,68652.53,68825.77,68548.01,68755.99,39638132.7204524
1711985340,68794.63,68882.35,68301,68480,78241433.23248361
1711984440,68432.85,69021.66,68161.48,68852.01,152288223.5301693
1711983540,68919.99,69202.28,68611.45,69100,102455133.5133274
1711982640,69073.99,69447.76,69014,69346,79238330.65392908
1711981740,69434.75,69757.67,69380,69707.94,46120031.620844
1711980840,69692.32,69933.93,69628.05,69851.8,27871701.134916298
1711979940,69868.88,70065.91,69776.92,70024.99,22764134.8902677
1711979040,69948.41,70080,69780.06,70001.08,49305625.1440363
1711978140,69972,70020,69654.22,69766,29241329.778765503
1711977240,69808.09,69911.76,69764.71,69781.27,20278541.3716148
1711976340,69812.09,69841.13,69686.05,69689.36,14725728.677309098
1711975440,69759.64,69804.14,69672.46,69750.54,13222700.149127597
1711974540,69724.16,69740,69582.01,69668.93,16661049.808322899
1711973640,69597.04,69621.4,69400.69,69427.99,16251306.8190709
1711972740,69474.28,69570.83,69455.79,69554.09,12092039.863764301
1711971840,69490.01,69588.08,69440,69559.08,17672500.413666606
1711970940,69612.42,69760,69582.54,69709.76,18155148.354742203
1711970040,69755.03,69799.98,69532.12,69558.96,22532804.666335702
1711969140,69552,69577.14,69424,69485.9,13347522.510970898
1711968240,69444,69474.99,69293.01,69303.98,13849459.7065798
1711967340,69324.7,69478.44,69280.01,69448.11,19194995.5224173
1711966440,69468.97,69490,69350.01,69389.51,17771345.2713248
1711965540,69415,69539,69395,69453.87,15096881.515195401
1711964640,69466.02,69505.97,69421.98,69457.08,15482104.1016688
1711963740,69549.85,69586.01,69460.58,69576.01,16796341.4590648
1711962840,69568,69616.65,69388.64,69453.98,21798068.9000335
1711961940,69397.56,69593.75,69366.22,69544.99,24126900.125818994
1711961040,69500,69545,69165.35,69342.25,39935158.8309623
1711960140,69389.07,69552,69300.34,69453.44,29866010.578487094
1711959240,69448.86,69594.94,69389.93,69577.37,34773479.2201939
1711958340,69600.09,69723.53,69555.78,69600,20953004.5346259
1711957440,69530.82,69760,69522.57,69684,29199710.520144306
1711956540,69715.38,69728.97,69640.03,69686.01,27096937.8292236
1711955640,69722,69786,69520,69621.17,34198640.487086
1711954740,69602,69671.64,69486.61,69571.03,32984979.515037403
1711953840,69620,69658.05,69300.33,69350,46814288.72626631
1711952940,69360.02,69501.49,69269.72,69381.99,49084609.1023694
1711952040,69280,69388.15,68888,69174.01,111926648.72019973
1711951140,69318.01,70158.01,69000,70055.01,205584577.74564192
1711950240,70200,70400,70101,70365.48,31156889.254291005
1711949340,70375.55,70486.51,70345.74,70437.03,16965004.652003102
1711948440,70479.24,70515.6,70343.29,70442,20288053.9238818
1711947540,70430.84,70531.48,70417.61,70501.97,12148771.1134145
1711946640,70490.59,70601.76,70490.58,70580.54,12073584.2379552
1711945740,70606,70647.29,70503.92,70621.2,17382352.0501065
1711944840,70621.21,70648.83,70560,70597.99,11277400.7789342
1711943940,70602.01,70666.55,70562.4,70630.57,10958153.720380498
1711943040,70570.86,70638.21,70520.51,70580.07,14503654.756726597
1711942140,70612.09,70785.73,70556.15,70705.89,18994886.660301
1711941240,70716.42,70880,70705.88,70857.28,7358007.118866999
1711940340,70855.8,70902.8,70849.98,70854.42,7715525.483482
1711939440,70827.66,70849.99,70759.39,70831.89,11598816.359022101
1711938540,70821.46,70894.12,70801.04,70837.99,13203701.497533599
1711937640,70823.94,70880,70786,70834.19,11999582.655717103
1711936740,70820.04,70908,70794.12,70882.25,18423281.0721628
1711935840,70823.97,71082,70818.75,70969.99,17035665.2461653
1711934940,70969.35,71087.9,70941.18,71053.11,16610389.876801802
1711934040,71017.09,71172.08,71010,71121.51,10541798.9705187
1711933140,71134.17,71152.87,70880,70923.6,16319264.5338637
1711932240,70927.98,71117.82,70844.14,71084,18556415.661890797
1711931340,71077.99,71184.3,71065.4,71130.48,17629516.6676699
1711930440,71154.45,71255.93,71107.71,71220.01,21204096.9954736
1711929540,71326.01,71366,71165.51,71254.75,24914725.9230363
1711928640,71270.43,71333,71094.99,71099.5,54904435.89533581
1711927740,71092.01,71142,71016.96,71020.53,14777997.452290997
1711926840,71043.19,71113.63,70923.91,70962.9,13228084.501912104
1711925940,70957.4,71002.01,70930,70990.2,7442786.3443023
1711925040,70989.98,71070.93,70902.42,70907.01,13644033.6504135
1711924140,70930.4,70982.06,70853.23,70954.01,13418753.0572631
1711923240,70957.22,71024,70840.01,70852.01,17677162.957116097
1711922340,70725.18,70856,70683.28,70780.01,11128667.264370298
1711921440,70791.16,70888,70639.93,70787.53,17027146.353627402
1711920540,70752.91,70940.34,70735.21,70938.18,13596106.092171803
1711919640,70940.34,70941.17,70780,70814,10112855.2847101
1711918740,70849.51,70922,70759.99,70811.46,9706601.422986498
1711917840,70746.01,70922.88,70740,70896.8,12501147.2870292
1711916940,70903.4,71057.61,70842.7,71008.51,11345419.3562385
1711916040,71070.42,71119.93,70995.02,71107.1,15069944.831393601
1711915140,71009.35,71130,71000.87,71064.34,11490502.9885794
1711914240,71086.01,71145.97,70880.74,70986,14869601.363910299
1711913340,70974.56,71048,70878.26,70974,13749049.3115267
1711912440,70860,70986.07,70647.06,70789.99,27133351.7785097
1711911540,70845.83,71227.22,70808,70995.99,42873579.191132
1711910640,70991.37,71094.9,70541.86,70567.98,60569748.15736329
1711909740,70544.39,70552.79,70460,70533.99,6158553.173831601
1711908840,70466.59,70513.37,70440.49,70510.69,6429016.5772402985
1711907940,70496,70550,70440,70497.48,6774806.410401099
1711907040,70515.88,70556.23,70446.45,70476.39,7113482.436868501
1711906140,70504.39,70515.5,70465.33,70515.5,6434504.8322275
1711905240,70500.01,70517,70444.98,70466.52,5414368.108067099
1711904340,70465.12,70554,70444.9,70510.34,7242064.095126199
1711903440,70533.2,70559.4,70485.06,70516.05,8401690.7496401
1711902540,70530.01,70666,70520,70584.71,18412616.9040561
1711901640,70574,70598.51,70321.86,70388.15,19736024.9205149
1711900740,70381.13,70407.03,70317.69,70407.02,8209657.482020601
1711899840,70403.13,70416.3,70342.66,70382,8228645.312220298
1711898940,70289.72,70450,70289.72,70449.99,12766736.0314632
1711898040,70408.98,70535.48,70381.26,70508,22763122.167288702
1711897140,70535.48,70645.07,70502.14,70638,13285821.4951481
1711896240,70638.01,70680,70578.79,70667.98,9986486.6883776
1711895340,70641.02,70679.84,70450.27,70501.7,14952072.000766901
1711894440,70532.23,70586,70442,70572.98,20395862.171838198
1711893540,70577.59,70672.09,70567.17,70659.99,12121813.3264963
1711892640,70672.09,70720,70590.93,70706.99,16697363.805491
1711891740,70729.19,70759.1,70641.8,70727.93,31495713.0699436
1711890840,70683.55,70705.97,70499.99,70500,19908964.2922824
1711889940,70497.76,70500,70404.97,70404.97,9599328.2338729
1711889040,70379.99,70480.98,70377.48,70443.99,9854951.729071999
1711888140,70460,70606,70340.17,70545.99,18711735.820964202
1711887240,70541.67,70580,70369.99,70406.42,23518404.1200109
1711886340,70363.99,70417.95,70329.6,70361.01,6147876.3543472
1711885440,70402.56,70412.91,70299.12,70354.13,9411161.6008591
1711884540,70352.47,70426.47,70285,70382.01,16968794.3596203
1711883640,70399.99,70400,70267.12,70285.46,7522999.363384701
1711882740,70270.99,70312.94,70267.12,70278.02,4786741.0795602
1711881840,70270,70281.41,70214.52,70273,11103237.729971603
1711880940,70282.32,70298.26,70250.02,70269.99,5464445.116640001
1711880040,70270,70273.44,70222,70229.01,5783910.3405918
1711879140,70249.51,70308.57,70225,70285.62,5346615.767382
1711878240,70304,70308.57,70240,70272.02,3844859.9616652
1711877340,70272.01,70297.86,70147.77,70235.98,8489254.818616299
1711876440,70238,70277.69,70205.89,70277.68,6771685.268281201
1711875540,70241.99,70330.62,70231.51,70307.1,8669502.7704514
1711874640,70330.62,70465.04,70320.14,70360.01,13151230.370160999
1711873740,70386.19,70470,70306.99,70320,13981698.1297342
1711872840,70306.01,70330,70265.53,70298,11342713.691685699
1711871940,70317.26,70340.15,70260.94,70304.74,19588312.5971259
1711871040,70248,70273.24,70163.45,70204.19,9149840.6855516
1711870140,70221.48,70310,70200.98,70287.62,6381649.3903684
1711869240,70298.99,70304.26,70215,70249.99,9718454.0322336
1711868340,70210.01,70328.92,70190.55,70281.84,16065339.428989602
1711867440,70298.22,70299.12,70185.2,70223.63,11426465.8898158
1711866540,70223.69,70307.3,70194.03,70306.74,11129893.114926802
1711865640,70291.23,70395.36,70268.66,70361.29,14048733.297906198
1711864740,70342.38,70460,70224.16,70273.98,25146865.565816704
1711863840,70224.16,70270,70201.68,70232.01,11243012.532369802
1711862940,70212.98,70279.41,70149.99,70220,22232399.730665497
1711862040,70177.1,70229.07,70049.99,70081.58,55943753.1144618
1711861140,70124.59,70124.6,70050,70079,12032973.8272088
1711860240,70092,70100,69967.99,69967.99,12396363.698099097
1711859340,69953.99,69968,69900.02,69944.81,4101130.608077201
1711858440,69909.42,69930,69874.54,69923.53,4497548.3522988
1711857540,69909.62,69961.04,69895.53,69933,5623188.476227799
1711856640,69942.52,69980,69919.99,69919.99,6141389.008074201
1711855740,69914.46,69920,69764.71,69867.09,7414425.4642785005
1711854840,69892.97,70000,69860.5,69993.35,11286952.697021501
1711853940,69995.07,70013.51,69950,69990.01,8442407.5871974
1711853040,70032.99,70110.01,70002.83,70067.87,5609835.169589201
1711852140,70127.81,70165.86,70056,70088.28,8881581.9083709
1711851240,70117.34,70120,69970,70030.09,8445366.860838199
1711850340,70047.96,70098,69996.16,70010.59,15639553.154756399
1711849440,70002.14,70042.67,69927.99,69954,18165955.688031502
1711848540,69966.03,70030.38,69933.4,69999.67,17556757.7758162
1711847640,69991.1,70078.37,69838.25,69868.68,27350654.8583845
1711846740,69874.02,69949.99,69861.1,69878.73,16930452.750355
1711845840,69897.91,69963.45,69803.51,69816.02,20105219.4183404
1711844940,69857.29,69910,69722.95,69792.88,15293502.6086633
1711844040,69702.03,69722.96,69606,69632.05,13127431.443379402
1711843140,69614.98,69674.74,69582.17,69615.05,9798127.877248598
1711842240,69620,69660,69543.99,69592,7852854.7767595
1711841340,69593.28,69716,69540,69707.57,13259982.837318799
1711840440,69705.96,69779.3,69676.01,69718.01,6706629.4300876
1711839540,69713.94,69764.7,69671.65,69732.27,6604939.028781501
1711838640,69708.84,69785.74,69680,69765.99,10548939.168033099
1711837740,69772.98,69834,69675.08,69675.08,10753853.4366525
1711836840,69651.9,69750.6,69645.16,69712,8903473.1937231
1711835940,69752.11,69760,69650.65,69726.97,6269406.0294321
1711835040,69728.83,69746.26,69621.97,69704,9587024.335961398
1711834140,69710.68,69812.01,69700,69739.98,7538802.265099801
1711833240,69738.85,69850,69708.93,69818,5747832.7632624
1711832340,69822,69857.87,69802,69833.01,6295445.5238635
1711831440,69839.99,69888.52,69781,69870.01,5988813.8855735995
1711830540,69895.52,69895.52,69841.36,69850.98,6220104.361463999
1711829640,69844.01,69896.35,69780,69875.19,6455151.153223299
1711828740,69908.93,69936.24,69827.07,69827.89,7786674.1262353
1711827840,69849.26,69927.48,69802.46,69846,9473123.5125132
1711826940,69829.31,69899.46,69670,69753.03,16291183.3715371
1711826040,69768.68,69924.91,69700.04,69878,37040346.447913304
1711825140,69956.73,69962.18,69906.5,69944.95,8281022.933231901
1711824240,69944.55,69978.99,69916.55,69978.98,5081169.6335186
1711823340,69952.42,69978.99,69881.17,69935.24,9466321.496038001
1711822440,69932.49,70036.02,69911.77,70006,7115174.148779601
1711821540,70049.68,70057.62,70016.99,70030.01,6466666.2132664
1711820640,70040.04,70084.08,70016.99,70051.57,6829148.806329199
1711819740,70034.06,70080,69999.98,70047.1,8011317.560984199
1711818840,70050,70178.17,70017,70155.37,12336693.6884278
1711817940,70187.86,70280.06,69966.01,69980.07,16369350.2458043
1711817040,69950.45,70077.8,69950.45,69999.34,7865137.4433299005
1711816140,69988,70017.37,69900,69939.99,9535905.617040299
1711815240,69944.01,70034,69920,69936.65,11398154.9456188
1711814340,70000,70009.75,69950,69990.3,4972625.838407701
1711813440,69990.29,70014.21,69925.87,69980,9445097.773721099
1711812540,69971.98,70096,69970.16,70095.99,11468666.785718897
1711811640,70092.6,70142.87,70038,70068.12,7555769.403591401
1711810740,70040,70074.08,69985.3,70074.08,8260494.2565408
1711809840,70004.62,70155.7,70000,70129.99,18315278.8289186
1711808940,70137,70168.32,70101,70117.95,5509263.842730599
1711808040,70110,70173.02,70101,70165.99,5521467.123215
1711807140,70148.04,70148.05,70119.98,70146.01,3945291.3615876
1711806240,70166,70180.01,70075.78,70124.65,6463433.420708501
1711805340,70180.64,70235.17,70162.16,70200,8509781.8091622
1711804440,70182.09,70269.15,70162.73,70223.05,13262031.1771377
1711803540,70206.65,70218.9,70158.86,70165.87,5593784.7333922
1711802640,70173.67,70173.67,70113.75,70155.68,6375284.6287111
1711801740,70090,70188.81,70090,70173.01,9597469.186920501
1711800840,70151.85,70216.27,70104.75,70213.99,12634167.5509437
