2026-02-15T21:27:47.122Z | HOLD | conf=0.95 | src=NEURON_AI_LLM | override=no | reason=Rynek jest w fazie RANGING, brak wyraźnych sygnałów z ensemble oraz wskaźników. MTF bias wskazuje BEARISH, ale brak aktywnych sygnałów SELL. RSI jest neutralne (51.6). Nie ma wystarczających przesłanek do otwarcia pozycji.
2026-02-16T10:45:20.671Z | HOLD | conf=0.95 | src=NEURON_AI_LLM | override=no | reason=Regime is RANGING with low volume and MTF bias strongly bearish (-78). Current SHORT position is slightly profitable, but no clear signal to open new positions or adjust existing ones. Ensemble votes unanimously suggest HOLD.
2026-02-16T10:46:55.621Z | HOLD | conf=0.92 | src=NEURON_AI_LLM | override=no | reason=Regime is RANGING with low volume and no clear directional bias. MTF score is strongly bearish (-78), but ensemble votes suggest HOLD. Current SHORT position is slightly profitable, and indicators do not justify aggressive action.
2026-02-16T10:48:30.278Z | HOLD | conf=0.95 | src=NEURON_AI_LLM | override=no | reason=Regime jest RANGING, wskazniki techniczne są mieszane (RSI i MACD bullish, ale niski wolumen i MTF bias silnie bearish). Obecna pozycja SHORT jest w lekkim zysku, ale brak wyraźnych sygnałów do zmiany lub dodania pozycji.
2026-02-16T10:50:04.836Z | HOLD | conf=0.95 | src=NEURON_AI_LLM | override=no | reason=Regime is RANGING with low volume, MTF bias is strongly bearish (-75), and ensemble votes unanimously suggest HOLD. Current SHORT position is slightly profitable, and indicators do not strongly support a new trade.
2026-02-16T10:51:37.704Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T10:53:10.658Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T10:54:43.847Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T10:56:16.989Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T10:57:50.105Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T10:59:23.411Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:00:25.088Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=76, ML SELL conf=92% | Positions: 1/5
2026-02-16T11:01:58.216Z | SELL | conf=0.23 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=76, ML SELL conf=82% | Positions: 1/5
2026-02-16T11:03:31.341Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=76, ML SELL conf=92% | Positions: 1/5
2026-02-16T11:05:04.694Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=76, ML SELL conf=92% | Positions: 1/5
2026-02-16T11:06:37.995Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=76, ML SELL conf=92% | Positions: 1/5
2026-02-16T11:08:11.183Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=76, ML SELL conf=92% | Positions: 1/5
2026-02-16T11:09:44.447Z | SELL | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=83, ML SELL conf=100% | Positions: 1/5
2026-02-16T11:11:17.324Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:12:50.879Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:14:24.027Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:15:25.863Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:16:58.641Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:18:31.195Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:20:04.391Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:21:38.255Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:23:11.385Z | SELL | conf=0.41 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=92, ML SELL conf=99% | Positions: 1/5
2026-02-16T11:25:43.342Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:30:16.380Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:35:19.339Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:40:22.311Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:45:25.330Z | SELL | conf=0.56 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=88, ML SELL conf=95% | Positions: 0/5
2026-02-16T11:46:58.323Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:48:31.510Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:50:05.142Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:51:38.608Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:53:11.791Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T11:54:44.892Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:00:20.119Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:05:23.305Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:10:26.406Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:15:29.544Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:20:32.859Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:25:36.442Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:30:09.196Z | BUY | conf=0.45 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=16, ML BUY conf=95% | Positions: 0/5
2026-02-16T12:31:42.206Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:33:15.126Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:34:48.056Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:36:20.875Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:37:54.046Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:39:27.245Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:40:59.907Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:42:32.874Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:44:06.048Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:45:08.189Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:46:41.942Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:48:15.091Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:49:48.063Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:51:20.605Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T12:52:53.899Z | BUY | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=23, ML BUY conf=100% | Positions: 1/5
2026-02-16T12:54:27.062Z | BUY | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=18, ML BUY conf=100% | Positions: 1/5
2026-02-16T12:56:00.233Z | BUY | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=18, ML BUY conf=99% | Positions: 1/5
2026-02-16T12:57:33.464Z | BUY | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=18, ML BUY conf=100% | Positions: 1/5
2026-02-16T12:59:06.575Z | BUY | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=18, ML BUY conf=100% | Positions: 1/5
2026-02-16T13:00:08.747Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T13:01:42.029Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T13:03:15.126Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T13:04:48.275Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T13:06:21.347Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T13:07:54.565Z | BUY | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=27, ML BUY conf=95% | Positions: 1/5
2026-02-16T13:10:26.676Z | BUY | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=18, ML BUY conf=95% | Positions: 0/5
2026-02-16T13:15:29.681Z | BUY | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=18, ML BUY conf=95% | Positions: 0/5
2026-02-16T13:20:32.987Z | BUY | conf=0.25 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram LONG -- MTF BULLISH score=18, ML BUY conf=89% | Positions: 0/5
2026-02-16T13:25:36.264Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T13:30:09.020Z | SELL | conf=0.24 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=91, ML SELL conf=83% | Positions: 0/5
2026-02-16T13:35:23.308Z | SELL | conf=0.24 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=91, ML SELL conf=83% | Positions: 0/5
2026-02-16T13:40:26.378Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=91, ML SELL conf=92% | Positions: 0/5
2026-02-16T13:45:29.604Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T13:50:32.739Z | SELL | conf=0.25 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=94, ML SELL conf=89% | Positions: 0/5
2026-02-16T13:55:36.004Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T14:00:09.233Z | SELL | conf=0.23 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=96, ML SELL conf=82% | Positions: 0/5
2026-02-16T14:05:12.260Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=96, ML SELL conf=92% | Positions: 0/5
2026-02-16T14:10:15.433Z | SELL | conf=0.23 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=96, ML SELL conf=82% | Positions: 0/5
2026-02-16T14:15:18.400Z | SELL | conf=0.23 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=96, ML SELL conf=82% | Positions: 0/5
2026-02-16T14:20:21.586Z | SELL | conf=0.23 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=96, ML SELL conf=82% | Positions: 0/5
2026-02-16T14:25:25.599Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T14:30:28.602Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T14:35:31.898Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T14:40:35.084Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T14:45:07.923Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T14:50:11.139Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T14:55:14.233Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T15:00:17.379Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=94, ML SELL conf=92% | Positions: 0/5
2026-02-16T15:05:20.721Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=94, ML SELL conf=92% | Positions: 0/5
2026-02-16T15:10:23.745Z | HOLD | conf=0.30 | src=NEURON_AI_FALLBACK | override=no | reason=Fallback: insufficient conviction
2026-02-16T15:15:27.214Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=96, ML SELL conf=92% | Positions: 0/5
2026-02-16T15:20:30.478Z | SELL | conf=0.23 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=96, ML SELL conf=82% | Positions: 0/5
2026-02-16T15:25:33.748Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=96, ML SELL conf=92% | Positions: 0/5
2026-02-16T15:30:06.480Z | SELL | conf=0.26 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=92% | Positions: 0/5
2026-02-16T15:35:09.677Z | SELL | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=95% | Positions: 0/5
2026-02-16T15:40:13.011Z | SELL | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=95% | Positions: 0/5
2026-02-16T15:45:16.056Z | SELL | conf=0.27 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=95% | Positions: 0/5
2026-02-16T16:00:12.143Z | SELL | conf=0.11 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=82% | Positions: 0/5 | WARNING: 12 losses streak -- confidence reduced
2026-02-16T16:05:15.402Z | SELL | conf=0.11 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=82% | Positions: 0/5 | WARNING: 13 losses streak -- confidence reduced
2026-02-16T16:10:18.998Z | SELL | conf=0.11 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=82% | Positions: 0/5 | WARNING: 13 losses streak -- confidence reduced
2026-02-16T16:15:22.062Z | SELL | conf=0.13 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=100% | Positions: 0/5 | WARNING: 13 losses streak -- confidence reduced
2026-02-16T16:20:25.176Z | SELL | conf=0.13 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=100% | Positions: 0/5 | WARNING: 13 losses streak -- confidence reduced
2026-02-16T16:25:28.392Z | SELL | conf=0.13 | src=NEURON_AI_FALLBACK | override=no | reason=Ja, Neuron AI, otwieram SHORT -- MTF BEARISH score=97, ML SELL conf=95% | Positions: 0/5 | WARNING: 13 losses streak -- confidence reduced
